,field_1,ID,region,locality,sites,Kulbicki,PROVINCE,xxx,temp,Richness,grav_total,Age_of_pro,Class,biomassare,ModelMode,OutFlow,Outdegree,btwdegree,SelfR,Inflow,Indegree,CorridorIn,grav_nei,IndegreeMP,InflowMPA,IndegreeNe,InflowNei,Larval_beh,FE,Netflow,Kulbicki.1,PROVINCE.1,Lon,Lat,prod.Jan,prod.Feb,prod.Mar,prod.Apr,prod.May,prod.Jun,prod.Jul,prod.Aug,prod.Sep,prod.Oct,prod.Nov,prod.Dec
419,419,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,transi15,1332,134,17774.20734,0,1044,73,30,918,16,270,45.8630137,744.2876712,active,transi,0.121212121,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
420,420,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,transi35,880,72,49035.99654,0,200,22,17,6215,5,56,61.90909091,1190.909091,active,transi,0.62962963,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
421,421,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,pare,3168,111,16236.85788,30,5034,163,116,9979,30,880,78.72392638,2315.717791,passive,pare,-0.227505486,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
422,422,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,pare5,2742,71,240939.6282,202,4870,95,60,5512,14,892,66.98947368,2180.421053,active,pare,-0.279558592,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
423,423,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,pare15,1848,93,68375.04091,63,1995,129,90,6783,17,198,76.2248062,1577.651163,active,pare,-0.038251366,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
424,424,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,crypto,1890,142,30142.51425,45,1940,135,90,8452,24,305,88.54074074,1387.074074,passive,crypto,-0.01305483,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
425,425,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,crypto5,2924,152,18252.56971,181,4959,121,66,1714,20,720,115.0743802,2522.495868,active,crypto,-0.25815045,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
426,426,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,crypto15,1415,28,39586.5,76,1034,23,13,199,3,147,22.60869565,1151.73913,active,crypto,0.155573704,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
427,427,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,resid,2370,111,17548.33544,25,4435,163,117,9979,30,700,78.72392638,1877.02454,passive,resid,-0.303453343,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
428,428,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,resid15,1625,240,12491.24697,37,1743,189,108,4793,25,242,155.4021164,1345.84127,active,resid,-0.035035629,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
429,429,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,resid35,462,176,56945.51853,6,611,167,123,2609,22,82,111.8443114,390.7784431,active,resid,-0.138863001,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
430,430,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,transi,825,38,38720.55693,0,975,39,37,8168,3,75,52.1025641,1397.692308,passive,transi,-0.083333333,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
431,431,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,transi15,1332,134,17774.20734,0,1044,73,30,918,16,270,45.8630137,744.2876712,active,transi,0.121212121,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
432,432,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,transi35,880,72,49035.99654,0,200,22,17,6215,5,56,61.90909091,1190.909091,active,transi,0.62962963,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
433,433,V13492,central_iwp,raja_ampat,raja_ampat_8,Central Indo_Pacific,Western Coral Triangle,130.92,28.84075238,102.865,3,6,Closed,115.099702,pare,5110,164,23153.09542,26,1898,69,49,1345,10,270,86.05797101,2561.565217,passive,pare,0.458333333,Central Indo_Pacific,Western Coral Triangle,130.92,-2.1,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
434,434,V13492,central_iwp,raja_ampat,raja_ampat_8,Central Indo_Pacific,Western Coral Triangle,130.92,28.84075238,102.865,3,6,Closed,115.099702,pare5,4790,99,9123.974893,18,1760,78,58,1618,15,188,72.73076923,2251.205128,active,pare,0.46259542,Central Indo_Pacific,Western Coral Triangle,130.92,-2.1,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
435,435,V13492,central_iwp,raja_ampat,raja_ampat_8,Central Indo_Pacific,Western Coral Triangle,130.92,28.84075238,102.865,3,6,Closed,115.099702,pare15,3945,106,11374.2108,12,2223,108,74,5979,16,414,86.98148148,1940.833333,active,pare,0.279182879,Central Indo_Pacific,Western Coral Triangle,130.92,-2.1,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
436,436,V13492,central_iwp,raja_ampat,raja_ampat_8,Central Indo_Pacific,Western Coral Triangle,130.92,28.84075238,102.865,3,6,Closed,115.099702,crypto,3415,186,26089.70302,15,2675,141,101,9166,20,380,89.72340426,1320.70922,passive,crypto,0.121510673,Central Indo_Pacific,Western Coral Triangle,130.92,-2.1,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
437,437,V13492,central_iwp,raja_ampat,raja_ampat_8,Central Indo_Pacific,Western Coral Triangle,130.92,28.84075238,102.865,3,6,Closed,115.099702,crypto5,5158,199,9827.914493,44,2996,131,66,2421,20,872,112.778626,2689.366412,active,crypto,0.265145941,Central Indo_Pacific,Western Coral Triangle,130.92,-2.1,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
438,438,V13492,central_iwp,raja_ampat,raja_ampat_8,Central Indo_Pacific,Western Coral Triangle,130.92,28.84075238,102.865,3,6,Closed,115.099702,crypto15,2471,25,214.8333333,0,1618,34,18,163,5,266,25.32352941,1340.029412,active,crypto,0.208608462,Central Indo_Pacific,Western Coral Triangle,130.92,-2.1,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
439,439,V13492,central_iwp,raja_ampat,raja_ampat_8,Central Indo_Pacific,Western Coral Triangle,130.92,28.84075238,102.865,3,6,Closed,115.099702,resid,4575,164,23990.25299,15,1295,69,49,1345,10,175,86.05797101,2126.376812,passive,resid,0.558773424,Central Indo_Pacific,Western Coral Triangle,130.92,-2.1,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
440,440,V13492,central_iwp,raja_ampat,raja_ampat_8,Central Indo_Pacific,Western Coral Triangle,130.92,28.84075238,102.865,3,6,Closed,115.099702,resid15,3377,280,7945.992696,40,1788,154,83,6432,21,208,142.9025974,1366.545455,active,resid,0.307647628,Central Indo_Pacific,Western Coral Triangle,130.92,-2.1,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
441,441,V13492,central_iwp,raja_ampat,raja_ampat_8,Central Indo_Pacific,Western Coral Triangle,130.92,28.84075238,102.865,3,6,Closed,115.099702,resid35,933,201,18767.5483,4,506,148,98,1891,21,75,102.8581081,358.6216216,active,resid,0.296733843,Central Indo_Pacific,Western Coral Triangle,130.92,-2.1,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
442,442,V13492,central_iwp,raja_ampat,raja_ampat_8,Central Indo_Pacific,Western Coral Triangle,130.92,28.84075238,102.865,3,6,Closed,115.099702,transi,1770,62,10561.25549,0,90,6,4,641,0,0,17.33333333,457.5,passive,transi,0.903225806,Central Indo_Pacific,Western Coral Triangle,130.92,-2.1,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
443,443,V13492,central_iwp,raja_ampat,raja_ampat_8,Central Indo_Pacific,Western Coral Triangle,130.92,28.84075238,102.865,3,6,Closed,115.099702,transi15,3078,177,9503.999702,69,1335,79,34,700,13,150,53.56962025,729.5316456,active,transi,0.394969409,Central Indo_Pacific,Western Coral Triangle,130.92,-2.1,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
444,444,V13492,central_iwp,raja_ampat,raja_ampat_8,Central Indo_Pacific,Western Coral Triangle,130.92,28.84075238,102.865,3,6,Closed,115.099702,transi35,1888,98,17767.21251,0,912,41,26,7993,6,136,21.65853659,337.5609756,active,transi,0.348571429,Central Indo_Pacific,Western Coral Triangle,130.92,-2.1,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
445,445,V13496,central_iwp,raja_ampat,raja_ampat_6,Central Indo_Pacific,Western Coral Triangle,130.6,28.76996377,138.501,4,6,Closed,124.9156004,pare,3276,109,21823.69308,0,2082,76,62,675,14,410,78.43421053,2226.263158,passive,pare,0.222844345,Central Indo_Pacific,Western Coral Triangle,130.6,-2.18,435.5571594,374.864502,381.629425,397.7115173,467.7497864,637.1865234,668.2312012,708.8439941,652.4434814,503.7864685,426.0211182,444.5765686
446,446,V13496,central_iwp,raja_ampat,raja_ampat_6,Central Indo_Pacific,Western Coral Triangle,130.6,28.76996377,138.501,4,6,Closed,124.9156004,pare5,2478,53,1534.180207,248,2864,61,34,413,9,384,65.67213115,2500.098361,active,pare,-0.072257581,Central Indo_Pacific,Western Coral Triangle,130.6,-2.18,435.5571594,374.864502,381.629425,397.7115173,467.7497864,637.1865234,668.2312012,708.8439941,652.4434814,503.7864685,426.0211182,444.5765686
447,447,V13496,central_iwp,raja_ampat,raja_ampat_6,Central Indo_Pacific,Western Coral Triangle,130.6,28.76996377,138.501,4,6,Closed,124.9156004,pare15,1866,62,795.9083995,99,2772,83,55,504,15,582,82.84337349,1862.024096,active,pare,-0.19534282,Central Indo_Pacific,Western Coral Triangle,130.6,-2.18,435.5571594,374.864502,381.629425,397.7115173,467.7497864,637.1865234,668.2312012,708.8439941,652.4434814,503.7864685,426.0211182,444.5765686
448,448,V13496,central_iwp,raja_ampat,raja_ampat_6,Central Indo_Pacific,Western Coral Triangle,130.6,28.76996377,138.501,4,6,Closed,124.9156004,crypto,1525,119,27380.37825,10,3025,111,90,1191,20,890,108.7117117,1518.558559,passive,crypto,-0.32967033,Central Indo_Pacific,Western Coral Triangle,130.6,-2.18,435.5571594,374.864502,381.629425,397.7115173,467.7497864,637.1865234,668.2312012,708.8439941,652.4434814,503.7864685,426.0211182,444.5765686
449,449,V13496,central_iwp,raja_ampat,raja_ampat_6,Central Indo_Pacific,Western Coral Triangle,130.6,28.76996377,138.501,4,6,Closed,124.9156004,crypto5,2893,135,6616.69843,124,2199,82,45,648,13,386,120.9268293,2376.817073,active,crypto,0.136292223,Central Indo_Pacific,Western Coral Triangle,130.6,-2.18,435.5571594,374.864502,381.629425,397.7115173,467.7497864,637.1865234,668.2312012,708.8439941,652.4434814,503.7864685,426.0211182,444.5765686
450,450,V13496,central_iwp,raja_ampat,raja_ampat_6,Central Indo_Pacific,Western Coral Triangle,130.6,28.76996377,138.501,4,6,Closed,124.9156004,crypto15,1408,29,8782.433333,36,1481,27,12,133,8,461,25.55555556,1380.962963,active,crypto,-0.025268259,Central Indo_Pacific,Western Coral Triangle,130.6,-2.18,435.5571594,374.864502,381.629425,397.7115173,467.7497864,637.1865234,668.2312012,708.8439941,652.4434814,503.7864685,426.0211182,444.5765686
451,451,V13496,central_iwp,raja_ampat,raja_ampat_6,Central Indo_Pacific,Western Coral Triangle,130.6,28.76996377,138.501,4,6,Closed,124.9156004,resid,2740,109,22893.28918,0,1405,76,61,675,14,325,78.43421053,1668.947368,passive,resid,0.322074789,Central Indo_Pacific,Western Coral Triangle,130.6,-2.18,435.5571594,374.864502,381.629425,397.7115173,467.7497864,637.1865234,668.2312012,708.8439941,652.4434814,503.7864685,426.0211182,444.5765686
452,452,V13496,central_iwp,raja_ampat,raja_ampat_6,Central Indo_Pacific,Western Coral Triangle,130.6,28.76996377,138.501,4,6,Closed,124.9156004,resid15,1657,200,8975.61928,40,1348,114,72,2223,18,270,164.3947368,1564.201754,active,resid,0.102828619,Central Indo_Pacific,Western Coral Triangle,130.6,-2.18,435.5571594,374.864502,381.629425,397.7115173,467.7497864,637.1865234,668.2312012,708.8439941,652.4434814,503.7864685,426.0211182,444.5765686
453,453,V13496,central_iwp,raja_ampat,raja_ampat_6,Central Indo_Pacific,Western Coral Triangle,130.6,28.76996377,138.501,4,6,Closed,124.9156004,resid35,447,141,10096.50505,4,1019,141,105,2593,28,285,117.5602837,449.9716312,active,resid,-0.390177353,Central Indo_Pacific,Western Coral Triangle,130.6,-2.18,435.5571594,374.864502,381.629425,397.7115173,467.7497864,637.1865234,668.2312012,708.8439941,652.4434814,503.7864685,426.0211182,444.5765686
454,454,V13496,central_iwp,raja_ampat,raja_ampat_6,Central Indo_Pacific,Western Coral Triangle,130.6,28.76996377,138.501,4,6,Closed,124.9156004,transi,1350,32,6181.149704,0,105,6,5,6025,0,0,53.16666667,2217.5,passive,transi,0.855670103,Central Indo_Pacific,Western Coral Triangle,130.6,-2.18,435.5571594,374.864502,381.629425,397.7115173,467.7497864,637.1865234,668.2312012,708.8439941,652.4434814,503.7864685,426.0211182,444.5765686
455,455,V13496,central_iwp,raja_ampat,raja_ampat_6,Central Indo_Pacific,Western Coral Triangle,130.6,28.76996377,138.501,4,6,Closed,124.9156004,transi15,1617,118,36643.68099,0,216,17,12,211,2,6,126.1176471,2901.176471,active,transi,0.764320786,Central Indo_Pacific,Western Coral Triangle,130.6,-2.18,435.5571594,374.864502,381.629425,397.7115173,467.7497864,637.1865234,668.2312012,708.8439941,652.4434814,503.7864685,426.0211182,444.5765686
456,456,V13496,central_iwp,raja_ampat,raja_ampat_6,Central Indo_Pacific,Western Coral Triangle,130.6,28.76996377,138.501,4,6,Closed,124.9156004,transi35,1064,62,14635.05019,0,152,17,15,491,2,16,96.29411765,2084.235294,active,transi,0.75,Central Indo_Pacific,Western Coral Triangle,130.6,-2.18,435.5571594,374.864502,381.629425,397.7115173,467.7497864,637.1865234,668.2312012,708.8439941,652.4434814,503.7864685,426.0211182,444.5765686
457,457,V13529,central_iwp,raja_ampat,raja_ampat_13,Central Indo_Pacific,Western Coral Triangle,130.52,29.09358643,247.488,4,10,Restricted,588.3195333,pare,2854,89,80367.79182,28,2324,85,68,1956,16,434,91.21176471,2688.376471,passive,pare,0.102356122,Central Indo_Pacific,Western Coral Triangle,130.52,-0.58,486.6547546,449.5223389,438.3501587,435.8811951,557.7214966,585.4276733,556.2908325,550.7452393,524.1321411,557.2508545,570.3233032,541.6643066
458,458,V13529,central_iwp,raja_ampat,raja_ampat_13,Central Indo_Pacific,Western Coral Triangle,130.52,29.09358643,247.488,4,10,Restricted,588.3195333,pare5,2292,42,6721.887591,4,2906,97,69,2567,10,64,70,1792.721649,active,pare,-0.118122355,Central Indo_Pacific,Western Coral Triangle,130.52,-0.58,486.6547546,449.5223389,438.3501587,435.8811951,557.7214966,585.4276733,556.2908325,550.7452393,524.1321411,557.2508545,570.3233032,541.6643066
459,459,V13529,central_iwp,raja_ampat,raja_ampat_13,Central Indo_Pacific,Western Coral Triangle,130.52,29.09358643,247.488,4,10,Restricted,588.3195333,pare15,1695,51,2052.275932,42,1407,95,65,2395,9,114,79.14736842,1422.410526,active,pare,0.092843327,Central Indo_Pacific,Western Coral Triangle,130.52,-0.58,486.6547546,449.5223389,438.3501587,435.8811951,557.7214966,585.4276733,556.2908325,550.7452393,524.1321411,557.2508545,570.3233032,541.6643066
460,460,V13529,central_iwp,raja_ampat,raja_ampat_13,Central Indo_Pacific,Western Coral Triangle,130.52,29.09358643,247.488,4,10,Restricted,588.3195333,crypto,1855,103,43906.18887,5,2755,166,116,9185,22,520,93.23493976,1351.144578,passive,crypto,-0.195227766,Central Indo_Pacific,Western Coral Triangle,130.52,-0.58,486.6547546,449.5223389,438.3501587,435.8811951,557.7214966,585.4276733,556.2908325,550.7452393,524.1321411,557.2508545,570.3233032,541.6643066
461,461,V13529,central_iwp,raja_ampat,raja_ampat_13,Central Indo_Pacific,Western Coral Triangle,130.52,29.09358643,247.488,4,10,Restricted,588.3195333,crypto5,2770,109,11744.4218,27,3134,148,85,6397,19,248,124.1283784,2504.533784,active,crypto,-0.061653117,Central Indo_Pacific,Western Coral Triangle,130.52,-0.58,486.6547546,449.5223389,438.3501587,435.8811951,557.7214966,585.4276733,556.2908325,550.7452393,524.1321411,557.2508545,570.3233032,541.6643066
462,462,V13529,central_iwp,raja_ampat,raja_ampat_13,Central Indo_Pacific,Western Coral Triangle,130.52,29.09358643,247.488,4,10,Restricted,588.3195333,crypto15,1258,22,4190.516667,51,1768,33,19,344,4,233,26.24242424,1380.272727,active,crypto,-0.168539326,Central Indo_Pacific,Western Coral Triangle,130.52,-0.58,486.6547546,449.5223389,438.3501587,435.8811951,557.7214966,585.4276733,556.2908325,550.7452393,524.1321411,557.2508545,570.3233032,541.6643066
463,463,V13529,central_iwp,raja_ampat,raja_ampat_13,Central Indo_Pacific,Western Coral Triangle,130.52,29.09358643,247.488,4,10,Restricted,588.3195333,resid,2685,89,82576.58523,20,1560,85,70,1956,16,285,91.21176471,2190.352941,passive,resid,0.265017668,Central Indo_Pacific,Western Coral Triangle,130.52,-0.58,486.6547546,449.5223389,438.3501587,435.8811951,557.7214966,585.4276733,556.2908325,550.7452393,524.1321411,557.2508545,570.3233032,541.6643066
